category,city,name,price,rating,review_count,state
hotelstravel,Norcross,Microtel Inn & Suites by Wyndham Norcross,$$,1.5,7,GA
hotelstravel,Austell,Rodeway Inn at Six Flags,$$,2.5,7,GA
hotelstravel,Atlanta,Hilton Garden Inn Ashford Green,$$,3.0,6,GA
hotelstravel,Decatur,Econo Lodge,$$,2.5,6,GA
hotelstravel,Norcross,Motel 6,$,1.5,6,GA
hotelstravel,Honolulu,Hilton Hawaiian Village Waikiki Beach Resort,$$$,3.0,1991,HI
hotelstravel,Honolulu,"Moana Surfrider, A Westin Resort & Spa, Waikiki Beach",$$$,4.0,901,HI
hotelstravel,Honolulu,Sheraton Waikiki,$$$,3.5,768,HI
hotelstravel,Honolulu,Waikiki Beach Marriott Resort & Spa,$$$,3.5,765,HI
hotelstravel,Honolulu,Aston Waikiki Beach Hotel,$$,3.0,700,HI
hotelstravel,Honolulu,Hyatt Regency Waikiki Beach Resort & Spa,$$$,4.0,657,HI
hotelstravel,Honolulu,The Modern Honolulu,$$$,4.0,642,HI
hotelstravel,Honolulu,Alohilani Resort Waikiki Beach,$$,3.5,608,HI
hotelstravel,Honolulu,Hale Koa Hotel,$$,4.0,589,HI
hotelstravel,Honolulu,"The Royal Hawaiian, a Luxury Collection Resort, Waikiki",$$$,3.5,517,HI
hotelstravel,Honolulu,The Kahala Hotel & Resort,$$$,4.0,485,HI
hotelstravel,Honolulu,Hilton Waikiki Beach,$$$,4.0,470,HI
hotelstravel,Honolulu,Outrigger Reef Waikiki Beach Resort,$$$,4.0,443,HI
hotelstravel,Honolulu,Ala Moana Hotel,$$,3.0,418,HI
hotelstravel,Honolulu,Sheraton Princess Kaiulani,$$,3.0,395,HI
hotelstravel,Honolulu,Halekulani,$$$$,4.5,380,HI
hotelstravel,Honolulu,Courtyard by Marriott Waikiki Beach,$$,3.0,373,HI
hotelstravel,Honolulu,Hyatt Place Waikiki Beach,$$,4.0,322,HI
hotelstravel,Honolulu,Embassy Suites by Hilton Waikiki Beach Walk,$$$,4.0,260,HI
hotelstravel,Honolulu,Ilikai Hotel and Luxury Suites,$$,3.5,259,HI
hotelstravel,Honolulu,Ambassador Hotel,$$,2.0,229,HI
hotelstravel,Honolulu,Trump International Hotel Waikiki,$$$$,4.5,226,HI
hotelstravel,Honolulu,Aqua Palms Waikiki,$$,3.5,225,HI
hotelstravel,Honolulu,DoubleTree by Hilton Hotel Alana - Waikiki Beach,$$,3.5,216,HI
hotelstravel,Honolulu,Pagoda Hotel - a LITE hotel,$$,2.5,214,HI
hotelstravel,Honolulu,Vive Hotel Waikiki,$$,4.0,202,HI
hotelstravel,Kunia,Kō Hana Distillers,$$,5.0,198,HI
hotelstravel,Honolulu,Waikiki Gateway Hotel,$$,2.5,197,HI
hotelstravel,Honolulu,Waikiki Beachcomber By Outrigger,$$,4.0,188,HI
hotelstravel,Honolulu,"The Laylow, Autograph Collection",$$,4.0,179,HI
hotelstravel,Waikiki Beach,Aqua Aloha Surf Waikiki,$$,3.0,179,HI
hotelstravel,Honolulu,Park Shore Waikiki,$$,3.5,178,HI
hotelstravel,Honolulu,Outrigger Waikiki Beach Resort,$$$,3.5,172,HI
hotelstravel,Honolulu,Luana Waikiki Hotel and Suites,$$,3.5,172,HI
hotelstravel,Honolulu,Stay Hotel Waikiki,$$,2.5,169,HI
hotelstravel,Honolulu - Oahu,OHANA Waikiki East by Outrigger,$$,3.0,165,HI
hotelstravel,Honolulu,Hilton Garden Inn Waikiki Beach,$$,3.5,163,HI
hotelstravel,Kaneohe,Paradise Bay Resort,$$,4.0,147,HI
hotelstravel,Honolulu,Best Western The Plaza Hotel,$$,3.0,146,HI
hotelstravel,Honolulu,The Shoreline Hotel Waikiki,$$,4.0,143,HI
hotelstravel,Honolulu,Prince Waikiki,$$$,4.5,139,HI
hotelstravel,Honolulu,The Coconut Waikiki Hotel,$$,4.0,139,HI
hotelstravel,Waialua,North Shore Soap Factory,$$,4.5,137,HI
hotelstravel,Honolulu,Hyatt Centric Waikiki,$$,4.0,137,HI
hotelstravel,Honolulu,The New Otani Kaimana Beach Hotel,$$,3.5,137,HI
hotelstravel,Honolulu,Waikiki Marina Resort at the Ilikai,$$$,3.5,136,HI
hotelstravel,Honolulu,The Surfjack Hotel & Swim Club,$$,4.5,135,HI
hotelstravel,Honolulu,The Equus,$$,3.0,133,HI
hotelstravel,Honolulu,Aqua Ohia Waikiki,$$,2.0,120,HI
hotelstravel,Honolulu,Hawaiian Monarch Hotel,$$,2.0,120,HI
hotelstravel,Honolulu,Airport Honolulu Hotel,$$,2.5,114,HI
hotelstravel,​Honolulu,Waikiki Resort Hotel,$$,3.5,110,HI
hotelstravel,Honolulu,Holiday Inn Express Waikiki,$$,3.5,109,HI
hotelstravel,Honolulu,Waikiki Sand Villa Hotel,$,3.5,108,HI
hotelstravel,Honolulu,Aqua Skyline at Island Colony,$$,3.0,104,HI
hotelstravel,Honolulu,Wyndham Vacation Resorts Royal Garden at Waikiki,$$,4.0,100,HI
hotelstravel,Honolulu - Oahu,OHANA Waikiki Malia,$$,3.0,99,HI
hotelstravel,Waikiki Beach,"The Ritz-Carlton Residences, Waikiki Beach",$$$$,4.5,92,HI
hotelstravel,Honolulu,Aqua Bamboo Waikiki,$$,3.0,90,HI
hotelstravel,Honolulu,Grand Waikikian by Hilton Grand Vacations,$$$,4.0,85,HI
hotelstravel,Honolulu,Aqua Oasis,$$,3.5,85,HI
hotelstravel,Honolulu,White Sands Hotel - a LITE Hotel,$$,3.0,84,HI
hotelstravel,Honolulu,Hilton Grand Vacations at Hilton Hawaiian Village,$$$,3.5,83,HI
hotelstravel,Honolulu,Lotus Honolulu at Diamond Head,$$,4.0,82,HI
hotelstravel,Honolulu,Waikiki Marina,$$,2.0,81,HI
hotelstravel,Honolulu,Pacific Marina Inn,$$,2.5,81,HI
hotelstravel,Honolulu,Ewa Hotel Waikiki - a LITE Hotel,$$,2.5,81,HI
hotelstravel,Honolulu,Waikiki Grand Hotel,$$,3.0,77,HI
hotelstravel,Honolulu,Prince Kuhio Cruises,$$$$,4.0,71,HI
hotelstravel,Honolulu,Ramada Plaza by Wyndham Waikiki,$$,3.5,69,HI
hotelstravel,Honolulu,Aston Waikiki Beach Tower,$$$,4.0,66,HI
hotelstravel,Honolulu,Kuhio Banyan Hotel,$$,2.5,62,HI
hotelstravel,Honolulu,Ilima Hotel,$$,3.5,61,HI
hotelstravel,Honolulu,Aqua Pacific Monarch Hotel,$$,2.5,61,HI
hotelstravel,Honolulu,Pearl Hotel Waikiki,$$,2.5,51,HI
hotelstravel,Honolulu,The Grand Islander by Hilton Grand Vacations,$$$,3.0,48,HI
hotelstravel,Honolulu,Hokulani Waikiki by Hilton Grand Vacations,$$$,4.5,48,HI
hotelstravel,Honolulu,Royal Grove Hotel,$,4.0,44,HI
hotelstravel,Honolulu,Holiday Surf Hotel,$$,3.0,41,HI
hotelstravel,Honolulu,Outrigger Regency on Beachwalk,$$$,3.5,34,HI
hotelstravel,Honolulu,Castle Resorts & Hotels - Waikiki Shore,$$$,2.5,33,HI
hotelstravel,Waimanalo,Bellows AFS Cabins,$$,4.0,23,HI
hotelstravel,Tripler Army Medical Center,IHG Army Lodging,$$,2.5,20,HI
hotelstravel,Honolulu,Hotel Renew,$$,3.0,19,HI
hotelstravel,Mcbh K Bay,The Lodge at Kane'ohe Bay,$$,3.5,19,HI
hotelstravel,Kailua,Pedego Electric Bikes - Kailua,$$,4.5,13,HI
hotelstravel,Honolulu,Hawaiian Ebbtide Condo,$$,2.0,12,HI
hotelstravel,Honolulu,Cabana At Waikiki,$$,4.0,12,HI
hotelstravel,Aiea,Harbor Shores Apartment Hotel,$$,3.0,12,HI
hotelstravel,Honolulu,Executive Center,$$$,1.5,11,HI
hotelstravel,Honolulu,Waikīkī,$$$,3.0,11,HI
hotelstravel,Honolulu,Sea Spa,$$,5.0,11,HI
hotelstravel,Honolulu,The Polynesian Residences,$$,3.5,11,HI
hotelstravel,Honolulu,The Surftide,$,2.5,9,HI
hotelstravel,Honolulu,Marine Surf Waikiki Hotel,$$,2.5,8,HI
hotelstravel,JBPHH,Navy Gateway Inns & Suites,$,1.5,8,HI
hotelstravel,Honolulu,Blum's Waikiki Beach Condominium Suites,$$,2.5,7,HI
hotelstravel,Honolulu,Diamond Head Beach Hotel & Residences,$$,3.0,7,HI
hotelstravel,Honolulu,Aqua Hotels & Resorts,$$,2.5,6,HI
hotelstravel,Boise,Modern Hotel,$$,4.0,257,ID
hotelstravel,Boise,The Grove Hotel,$$,3.5,124,ID
hotelstravel,Boise,The Riverside Hotel,$$,3.5,124,ID
hotelstravel,Boise,Red Lion Hotel Boise Downtowner,$$,3.0,101,ID
hotelstravel,Boise,Hampton Inn & Suites Boise-Downtown,$$,4.5,96,ID
hotelstravel,Boise,Wyndham Garden Boise Airport,$$,1.5,91,ID
hotelstravel,Boise,Oxford Suites Boise,$$,4.5,87,ID
hotelstravel,Boise,Cottonwood Suites Boise Riverside Downtown,$$,2.5,77,ID
hotelstravel,Boise,Super 8 by Wyndham Boise,$,2.0,75,ID
hotelstravel,Boise,Hotel 43,$$$,4.0,74,ID
hotelstravel,Boise,Inn America - Boise,$,4.0,66,ID
hotelstravel,Boise,Hyatt Place Boise/Towne Square,$$,3.5,50,ID
hotelstravel,Boise,SpringHill Suites Boise ParkCenter,$$,4.0,48,ID
hotelstravel,Boise,Howard Johnson by Wyndham Boise,$,2.0,47,ID
hotelstravel,Boise,Homewood Suites by Hilton Boise,$$,4.5,46,ID
hotelstravel,Boise,Courtyard Boise Downtown,$$,3.5,46,ID
hotelstravel,Boise,Anniversary Inn Boise,$$$,4.0,45,ID
hotelstravel,Boise,Inn At 500 Capitol,$$$,4.5,44,ID
hotelstravel,Boise,Hilton Garden Inn Boise Spectrum,$$,4.0,42,ID
hotelstravel,Boise,La Quinta by Wyndham Boise Towne Square,$$,4.0,41,ID
hotelstravel,Boise,SpringHill Suites Boise,$$,3.5,41,ID
hotelstravel,Boise,Hampton Inn & Suites Boise/Spectrum,$$,4.0,40,ID
hotelstravel,Boise,Holiday Inn Boise Airport,$$,3.5,40,ID
hotelstravel,Boise,Holiday Inn Express Boise-University Area,$$,3.5,38,ID
hotelstravel,Boise,Residence Inn by Marriott Boise Downtown/City Center,$$,3.5,38,ID
hotelstravel,Boise,Best Western Northwest Lodge,$$,3.5,38,ID
hotelstravel,Boise,TownePlace Suites by Marriott Boise Downtown,$$,4.0,34,ID
hotelstravel,Boise,Hyatt Place Boise Downtown,$$$,4.0,33,ID
hotelstravel,Boise,La Quinta by Wyndham Boise Airport,$$,3.0,32,ID
hotelstravel,Meridian,La Quinta by Wyndham Meridian / Boise West,$$,4.0,31,ID
hotelstravel,Boise,Fairfield Inn by Marriott Boise,$$,3.0,30,ID
hotelstravel,Boise,Motel 6,$,2.5,30,ID
hotelstravel,Boise,Residence Inn Boise Downtown/University,$$,4.0,30,ID
hotelstravel,Boise,Best Western Vista Inn at the Airport,$$,3.0,30,ID
hotelstravel,Boise,Residence Inn by Marriott Boise West,$$,3.5,29,ID
hotelstravel,Boise,Pedego Electric Bikes Boise,$,5.0,29,ID
hotelstravel,Boise,Budget Inn,$,1.5,29,ID
hotelstravel,Boise,Boise Hotel and Conference Center,$,2.5,28,ID
hotelstravel,Meridian,TownePlace Suites by Marriott Boise West/Meridian,$$,4.0,28,ID
hotelstravel,Eagle,Hilton Garden Inn Boise/Eagle,$$,3.5,27,ID
hotelstravel,Boise,Comfort Suites Airport,$$,3.5,27,ID
hotelstravel,Boise,Hampton Inn Boise - Airport,$$,3.5,27,ID
hotelstravel,Meridian,Courtyard Boise West Meridian,$$,3.5,27,ID
hotelstravel,Meridian,Hampton Inn & Suites Boise-Meridian,$$,4.0,26,ID
hotelstravel,Garden City,Cinder,$$,5.0,26,ID
hotelstravel,Boise,Rodeway Inn Airport,$,2.5,25,ID
hotelstravel,Meridian,Holiday Inn Express & Suites Boise West - Meridian,$$,4.5,24,ID
hotelstravel,Meridian,Candlewood Suites Boise-Meridian,$$,3.5,24,ID
hotelstravel,Meridian,Motel 6,$$,3.0,22,ID
hotelstravel,Boise,Safari Inn Downtown,$$,4.0,22,ID
hotelstravel,Boise,Extended Stay America - Boise - Airport,$$,2.0,22,ID
hotelstravel,Boise,Americas Best Value Inn & Suites Boise,$,2.0,22,ID
hotelstravel,Meridian,My Place Hotel-Boise/Meridian,$$,4.5,20,ID
hotelstravel,Boise,Holiday Inn Express & Suites Boise Airport,$$,4.0,20,ID
hotelstravel,Boise,Cabana Inn,$,2.5,19,ID
hotelstravel,Meridian,"Country Inn & Suites by Radisson, Boise West, ID",$$,3.5,18,ID
hotelstravel,Meridian,Best Western Plus Meridian,$$,4.0,17,ID
hotelstravel,Boise,Candlewood Suites Boise - Towne Square,$$,4.0,17,ID
hotelstravel,Meridian,Tru by Hilton Meridian Boise West,$$,4.0,17,ID
hotelstravel,Boise,Travelcenters of America,$$,3.5,16,ID
hotelstravel,Boise,Boise Hillside Suites,$$,4.5,12,ID
hotelstravel,Boise,Red Lion Inn & Suites Boise Airport,$$,1.0,10,ID
hotelstravel,Boise,Quality Inn Airport,$$,2.0,8,ID
hotelstravel,Boise,Boise Inn,$,1.0,7,ID
hotelstravel,Garden City,Seven K Motel,$,2.5,3,ID
hotelstravel,Boise,Boise GreenBike,$,5.0,3,ID
hotelstravel,Boise,Jj Shaw House Bed and Breakfast,$$$,4.0,1,ID
hotelstravel,Boise,Coffee Garden Restaurant,$$,5.0,1,ID
hotelstravel,Garden City,Chinden Motor Inn,$$$,1.0,1,ID
hotelstravel,Boise,Bond Hotel,$$,5.0,1,ID
hotelstravel,Chicago,Palmer House a Hilton Hotel,$$$,3.0,1199,IL
hotelstravel,Chicago,Hyatt Regency Chicago,$$$,3.5,841,IL
hotelstravel,Chicago,W Chicago Lakeshore,$$$,3.0,675,IL
hotelstravel,Chicago,The Congress Plaza Hotel & Convention Center,$$,2.0,671,IL
hotelstravel,Chicago,Hilton Chicago,$$$,3.0,653,IL
hotelstravel,Chicago,"LondonHouse Chicago, Curio Collection by Hilton",$$$,3.5,608,IL
hotelstravel,Chicago,"The Drake, a Hilton Hotel",$$$,3.5,570,IL
hotelstravel,Chicago,Half Acre Beer Company,$$,4.5,554,IL
hotelstravel,Chicago,Warwick Allerton - Chicago,$$$,3.0,537,IL
hotelstravel,Chicago,Sheraton Grand Chicago,$$$,3.0,534,IL
hotelstravel,Chicago,Kimpton Hotel Allegro Chicago,$$,3.5,513,IL
hotelstravel,Chicago,InterContinental Chicago Magnificent Mile,$$$,3.5,500,IL
hotelstravel,Chicago,theWit Chicago - a DoubleTree by Hilton Hotel,$$$,4.0,475,IL
hotelstravel,Chicago,Dana Hotel & Spa,$$$,4.0,469,IL
hotelstravel,Chicago,Hotel Felix,$$,3.0,457,IL
hotelstravel,Chicago,Swissôtel Chicago,$$$,3.5,453,IL
hotelstravel,Chicago,W Chicago - City Center,$$$,3.0,450,IL
hotelstravel,Chicago,Chicago Marriott Downtown Magnificent Mile,$$$,3.5,444,IL
hotelstravel,Chicago,Inn of Chicago,$$,2.5,433,IL
hotelstravel,Chicago,Trump International Hotel & Tower Chicago,$$$$,4.0,412,IL
hotelstravel,Chicago,"Hotel Chicago Downtown, Autograph Collection",$$$,3.5,406,IL
hotelstravel,Chicago,Chicago Architecture Center,$$,4.5,403,IL
hotelstravel,Chicago,Hyatt Regency McCormick Place,$$$,3.0,400,IL
hotelstravel,Chicago,Kimpton Hotel Palomar Chicago,$$$,4.5,389,IL
hotelstravel,Chicago,Sofitel Chicago Magnificent Mile,$$$,4.0,385,IL
hotelstravel,Rosemont,Hyatt Regency O'Hare,$$$,3.5,379,IL
hotelstravel,Chicago,The Godfrey Hotel Chicago,$$$,3.0,373,IL
hotelstravel,Chicago,The Peninsula Chicago,$$$$,4.5,343,IL
hotelstravel,Chicago,DoubleTree by Hilton Hotel Chicago - Magnificent Mile,$$,3.0,329,IL
hotelstravel,Chicago,Virgin Hotels Chicago,$$,4.5,325,IL
hotelstravel,Chicago,Chicago Athletic Association Hotel,$$$,4.0,315,IL
hotelstravel,Chicago,Millennium Knickerbocker Chicago,$$$,3.0,312,IL
hotelstravel,Chicago,"The Blackstone, Autograph Collection",$$$,4.0,309,IL
hotelstravel,Chicago,"Fairmont Chicago, Millennium Park",$$$,3.5,305,IL
hotelstravel,Chicago,Radisson Blu Aqua,$$$,4.0,304,IL
hotelstravel,Chicago,Kimpton Hotel Monaco Chicago,$$$,4.0,302,IL
hotelstravel,Chicago,The Westin Michigan Avenue Chicago,$$$$,3.0,298,IL
hotelstravel,Chicago,"The Langham, Chicago",$$$,4.5,294,IL
hotelstravel,Chicago,Renaissance Chicago Downtown Hotel,$$$,4.0,293,IL
hotelstravel,Chicago,Holiday Inn Chicago-Mart Plaza River North,$$,3.5,291,IL
hotelstravel,Chicago,Hotel Lincoln,$$,4.0,286,IL
hotelstravel,Chicago,Hotel Essex,$$,2.5,280,IL
hotelstravel,Chicago,The Westin Chicago River North,$$$,3.5,274,IL
hotelstravel,Chicago,Omni Chicago Hotel,$$$,4.0,265,IL
hotelstravel,Chicago,Raffaello Hotel,$$,3.0,263,IL
hotelstravel,Chicago,ACME Hotel Company,$$,4.0,262,IL
hotelstravel,Chicago,The Ritz-Carlton - Chicago,$$$,4.0,258,IL
hotelstravel,Chicago,Odyssey Lake Michigan,$$$$,4.0,256,IL
hotelstravel,Chicago,Four Seasons Hotel Chicago,$$$$,4.5,255,IL
hotelstravel,Chicago,JW Marriott Chicago,$$$,4.0,254,IL
hotelstravel,Rosemont,Aloft Chicago O'Hare,$$,3.5,251,IL
hotelstravel,Chicago,Silversmith Hotel Chicago Downtown,$$,4.0,251,IL
hotelstravel,Chicago,Embassy Suites by Hilton Chicago Downtown Magnificent Mile,$$,3.5,240,IL
hotelstravel,Chicago,The Whitehall Hotel,$$,3.0,232,IL
hotelstravel,Chicago,Wyndham Grand Chicago Riverfront,$$$,3.0,230,IL
hotelstravel,Schiller Park,Short Fuse Brewing,$$,4.0,222,IL
hotelstravel,Chicago,Freehand Chicago,$$,4.0,217,IL
hotelstravel,Chicago,Chicago South Loop Hotel,$$,3.5,212,IL
hotelstravel,Chicago,Embassy Suites by Hilton Chicago Downtown,$$,3.0,211,IL
hotelstravel,Chicago,Kinzie Hotel,$$,4.5,209,IL
hotelstravel,Rosemont,The Westin O'Hare,$$$,3.5,200,IL
hotelstravel,Chicago,Waldorf Astoria Chicago,$$$$,4.5,195,IL
hotelstravel,Rosemont,Crowne Plaza Chicago Ohare Hotel & Conf Ctr,$$,3.0,193,IL
hotelstravel,Chicago,The Talbott Hotel,$$,4.5,188,IL
hotelstravel,Chicago,Club Quarters,$$,3.0,187,IL
hotelstravel,Chicago,Park Hyatt Chicago,$$$$,4.5,182,IL
hotelstravel,Chicago,Club Quarters,$$,3.5,182,IL
hotelstravel,Chicago,"Staypineapple, An Iconic Hotel, The Loop",$$$,4.5,181,IL
hotelstravel,Chicago,Crowne Plaza Chicago West Loop,$$,3.0,177,IL
hotelstravel,Chicago,Thompson Chicago,$$$,4.0,176,IL
hotelstravel,Chicago,Loews Chicago Hotel,$$$,4.0,175,IL
hotelstravel,Chicago,Hilton Chicago/Magnificent Mile Suites,$$,3.5,168,IL
hotelstravel,Chicago,Mystic Blue Cruises,$$,3.0,167,IL
hotelstravel,Chicago,Hyatt Centric Chicago Magnificent Mile,$$$,4.0,164,IL
hotelstravel,Chicago,Holiday Inn Express Chicago - Magnificent Mile,$$,3.5,163,IL
hotelstravel,Chicago,Renaissance Chicago O'Hare Suites Hotel,$$,3.5,161,IL
hotelstravel,Chicago,The Tremont Chicago Hotel at Magnificent Mile,$$,3.0,158,IL
hotelstravel,Chicago,"The Gwen, A Luxury Collection Hotel, Michigan Avenue Chicago",$$$,4.0,156,IL
hotelstravel,Chicago,Hotel Versey,$$,3.5,151,IL
hotelstravel,Chicago,IVY Hotel,$$$,3.5,151,IL
hotelstravel,Chicago,Courtyard by Marriott Chicago Downtown/Magnificent Mile,$$,4.0,149,IL
hotelstravel,Chicago,Hilton Garden Inn Chicago Downtown/Magnificent Mile,$$,3.5,146,IL
hotelstravel,Evanston,Hilton Orrington/Evanston,$$$,3.0,145,IL
hotelstravel,Chicago,Hampton Inn Chicago Downtown/Magnificent Mile,$$,3.5,145,IL
hotelstravel,Chicago,Residence Inn by Marriott Chicago Downtown/River North,$$,4.0,142,IL
hotelstravel,Chicago,Chicago Marriott O'Hare,$$,3.5,140,IL
hotelstravel,Chicago,Aloft Chicago Downtown River North,$$,4.0,140,IL
hotelstravel,Chicago,Hostelling International Chicago,$,4.5,138,IL
hotelstravel,Chicago,La Quinta by Wyndham Chicago Downtown,$$,4.0,138,IL
hotelstravel,Rosemont,Loews Chicago O'Hare Hotel,$$$,3.5,133,IL
hotelstravel,Rosemont,Embassy Suites by Hilton Chicago O'Hare Rosemont,$$,2.5,130,IL
hotelstravel,Chicago,Courtyard by Marriott Chicago Downtown/River North,$$,4.0,130,IL
hotelstravel,Chicago,Hampton Inn & Suites Chicago-Downtown,$$,3.5,129,IL
hotelstravel,Chicago,River Hotel,$$,3.5,127,IL
hotelstravel,Chicago,Central Loop Hotel,$$,3.5,126,IL
hotelstravel,Chicago,Travelodge by Wyndham Downtown Chicago,$$,2.5,126,IL
hotelstravel,Skokie,Holiday Inn Chicago North Shore,$$,2.5,126,IL
hotelstravel,Chicago,Fairfield Inn & Suites by Marriott Chicago Downtown/River North,$$,4.5,123,IL
hotelstravel,Skokie,DoubleTree By Hilton,$$,3.5,120,IL
hotelstravel,Chicago,SpringHill Suites by Marriott Chicago Downtown/River North,$$,4.0,118,IL
hotelstravel,Chicago,Fairfield Inn & Suites Chicago Downtown/Magnificent Mile,$$,4.0,118,IL
hotelstravel,Rosemont,Hilton Rosemont/Chicago O'Hare,$$,3.5,117,IL
hotelstravel,Chicago,Hyatt Place Chicago/River North,$$$,4.0,116,IL
hotelstravel,Chicago,Homewood Suites by Hilton Chicago-Downtown,$$,4.0,113,IL
hotelstravel,Chicago,Tastebud  Food Tours,$$,4.5,112,IL
hotelstravel,Chicago,The Robey,$$,3.5,112,IL
hotelstravel,Chicago,Kimpton Gray Hotel,$$$,4.5,110,IL
hotelstravel,Rosemont,DoubleTree by Hilton Hotel Chicago O'Hare Airport - Rosemont,$$,3.5,108,IL
hotelstravel,Chicago,Best Western Grant Park Hotel,$$,3.0,107,IL
hotelstravel,Chicago,Best Western River North Hotel,$$,3.5,107,IL
hotelstravel,Chicago,Conrad Chicago,$$$,4.0,103,IL
hotelstravel,Chicago,Majestic Hotel,$$,3.5,102,IL
hotelstravel,Des Plaines,Hilton Garden Inn Chicago OHare Airport,$$,4.5,100,IL
hotelstravel,Rosemont,Chicago Marriott Suites O'Hare,$$,3.5,98,IL
hotelstravel,Chicago,Off Color Mousetrap,$$,4.0,97,IL
hotelstravel,Chicago,"Hotel EMC2, Autograph Collection",$$$,4.5,97,IL
hotelstravel,Chicago,Holiday Inn Chicago O'hare Area,$$,2.5,96,IL
hotelstravel,Chicago,AC Hotel by Marriott Chicago Downtown,$$$,3.5,96,IL
hotelstravel,Oak Park,Carleton Hotel,$$,4.0,95,IL
hotelstravel,Chicago,Moxy Chicago Downtown,$$,4.5,95,IL
hotelstravel,Chicago,City Suites Hotel Chicago,$$,3.5,94,IL
hotelstravel,Chicago,"Hotel Blake, an Ascend Hotel Collection Member",$$$,4.0,89,IL
hotelstravel,Chicago,Hampton Inn Majestic Chicago Theatre District,$$,4.0,88,IL
hotelstravel,Chicago,Residence Inn by Marriott Chicago Downtown/Loop,$$$,4.0,86,IL
hotelstravel,Chicago,Hyatt Place Chicago Downtown/The Loop,$$,4.0,85,IL
hotelstravel,Chicago,Hyatt Centric The Loop Chicago,$$$,3.5,84,IL
hotelstravel,Rosemont,Holiday Inn Hotel & Suites Chicago O'Hare - Rosemont,$$,4.0,84,IL
hotelstravel,Chicago,Ohio House Motel,$$,3.5,82,IL
hotelstravel,Chicago,Best Western Plus Hawthorne Terrace Hotel,$$,4.0,81,IL
hotelstravel,Rosemont,Hyatt Rosemont Near O'Hare,$$,3.5,80,IL
hotelstravel,Chicago,Cambria Hotel Chicago Magnificent Mile,$$,3.0,80,IL
hotelstravel,Chicago,Residence Inn by Marriott Chicago Downtown/Magnificent Mile,$$,3.5,77,IL
hotelstravel,Schiller Park,Comfort Suites O'Hare Airport,$$,2.5,75,IL
hotelstravel,Chicago,Marriott Marquis Chicago,$$$,4.0,74,IL
hotelstravel,Chicago,Wicker Park Inn,$$,4.5,74,IL
hotelstravel,Chicago,Viceroy Chicago,$$$,4.5,72,IL
hotelstravel,Chicago,Holiday Inn & Suites Chicago Downtown,$$,3.0,70,IL
hotelstravel,Chicago,Cambria Hotel Chicago Loop - Theatre District,$$,4.0,70,IL
hotelstravel,Chicago,Comfort Suites Michigan Avenue - Loop,$$,3.5,69,IL
hotelstravel,Evanston,Few Spirits,$$,4.5,68,IL
hotelstravel,Chicago,Chicago Marriott at Medical District/UIC,$$$,3.0,67,IL
hotelstravel,Chicago,Ace Hotel - Chicago,$$$,4.5,66,IL
hotelstravel,Evanston,Hilton Garden Inn Chicago North Shore/Evanston,$$,3.5,66,IL
hotelstravel,Chicago,Willows Hotel,$$,3.5,65,IL
hotelstravel,Chicago,Hampton Inn Chicago Downtown/N Loop/Michigan Ave,$$,4.0,65,IL
hotelstravel,Chicago,SpringHill Suites by Marriott Chicago O'Hare,$$,3.5,61,IL
hotelstravel,Chicago,Ambassador Chicago,$$$,3.5,61,IL
hotelstravel,Chicago,Hyatt Place Chicago South-University Medical Center,$$,4.5,60,IL
hotelstravel,Countryside,Holiday Inn Chicago Sw-Countryside Confctr,$$,2.5,60,IL
hotelstravel,Chicago,Inn At Lincoln Park,$$,2.0,56,IL
hotelstravel,Chicago,Carlton Inn Midway,$$,4.5,51,IL
hotelstravel,Chicago,St. Jane Chicago,$$,4.0,50,IL
hotelstravel,Des Plaines,Courtyard by Marriott Chicago O'Hare,$$,3.5,50,IL
hotelstravel,Chicago,Chicago Marriott Midway,$$,3.5,49,IL
hotelstravel,Chicago,Chinatown Hotel,$,2.5,48,IL
hotelstravel,Bedford Park,Hampton Inn Chicago-Midway Airport,$$,4.0,46,IL
hotelstravel,Chicago,"Hotel Zachary, Chicago, a Tribute Portfolio Hotel",$$$,4.0,46,IL
hotelstravel,Bedford Park,Hyatt Place Chicago Midway Airport,$$,4.0,45,IL
hotelstravel,Chicago,Claridge House,$$$,4.0,44,IL
hotelstravel,Evanston,"Margarita European Inn, an Ascend Hotel Collection Member",$$,4.0,44,IL
hotelstravel,Chicago,Hotel Chicago West Loop,$$,3.0,44,IL
hotelstravel,Chicago,Hilton Garden Inn Chicago/North Loop,$$,3.5,43,IL
hotelstravel,Des Plaines,Comfort Inn O'Hare - Convention Center,$$,2.5,43,IL
hotelstravel,Chicago,The Guesthouse Hotel,$$$,5.0,41,IL
hotelstravel,Oak Park,The Write Inn,$$,2.5,40,IL
hotelstravel,Chicago,The Barrel Run,$$,5.0,40,IL
hotelstravel,Chicago,Homewood Suites by Hilton Chicago Downtown/Magnificent Mile,$$,3.5,40,IL
hotelstravel,Chicago,FieldHouse Jones,$$,4.0,37,IL
hotelstravel,Schiller Park,Motel 6,$,2.0,37,IL
hotelstravel,Bedford Park,Hilton Garden Inn Chicago/Midway Airport,$$,4.0,36,IL
hotelstravel,Chicago,La Quinta by Wyndham Chicago - Lake Shore,$$,3.0,36,IL
hotelstravel,Chicago,MySpa,$$$,3.5,35,IL
hotelstravel,Chicago,Slice of Chicago Pizza Tours,$$,3.0,35,IL
hotelstravel,Chicago,Heart O' Chicago Motel,$$,3.0,34,IL
